example_id,nl_query,gold_query
e889,Which label has associated columns? How many are there?,"select t1.short_name, count(*) from node_label as t1 join edge_assoc as t2 on t1.node_id = t2.source_node_id group by t1.short_name, t2.source_node_id"
e890,Show all the folders in the lake sorted by size.,select short_name from node_directory order by dsize desc
e891,Show the full name and description for all business terms.,"select long_name, description from node_business_term"
e892,What are all the assets owned by 'Adam Smith'?,select t1.short_name from node as t1 join edge_own as t2 on t1.node_id = t2.target_node_id join node_owner as t3 on t2.source_node_id = t3.node_id where t3.long_name = 'Adam Smith'
e893,Show meta data for all the joinable relation records found in the last 24 hours.,select * from edge_joinable_table_table where creation_date >= now() - interval '24 hours'
e894,List all tables that were pulled from files whose name begins with 'phone'.,select t3.short_name from node_file as t1 join edge_has_file_table as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id where t1.short_name like 'phone%'
e895,How many label association relations are present in the lake.,select count(*) from edge_assoc
e896,Show all folders which have total file size greater than 1000Kb with the size.,"select t1.short_name, sum(t3.fsize) from node_directory as t1 join edge_has_dir_file as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name having sum(t3.fsize) > 1000"
e897,"For each folder, count the number of files immediately inside it. Then output the max file size among all files inside it.","select t1.short_name, count(*), max(t3.fsize) from node_directory as t1 join edge_has_dir_file as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id group by t1.short_name, t1.node_id"
e898,Show the name and creation date for the 5 biggest tables by the number of columns that contain the term 'enterprise' in their names.,"select short_name, creation_date from node_table where short_name like '%enterprise%' order by num_cols desc limit 5"
e899,Find all asset owners whose full name is John Doan.,select short_name from node_owner where long_name = 'John Doan'
e900,Give the count of assets for each asset type with the type_id.,"select type_id, count(*) from node group by type_id"
e901,Sort databases in the lake by their last modified timestamp.,select short_name from node_database order by modified_date desc
e902,Print creation timestamps for tables.,select creation_date from node_table
e903,Count the number of columns of each type in the 'person' table.,"select col_type, count(*) from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'person' group by t3.col_type"
e904,Which are the tables in the lake that are joinable with other tables?,select distinct t1.short_name from node_table as t1 join edge_joinable_table_table as t2 on t1.node_id = t2.target_node_id
e905,Which are the tables contain a column that includes the word 'employee' in it's name?,select t1.short_name from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t3.short_name like '%employee%'
e906,"List the id, short name, long name and description for all business terms.","select node_id, short_name, long_name, description from node_business_term"
e907,"Show the number of databases owned by each owner account. Output accounts' id, name and count. ","select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_database as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name"
e908,Print out all records for unionable table relations in the lake.,select * from edge_unionable_table_table
e909,Show the creation date for the 5 biggest tables by the number of columns that contain the term 'enterprise' in their names.,select creation_date from node_table where short_name like '%enterprise%' order by num_cols desc limit 5
e910,Print all records for password salt columns.,select * from node_column where short_name = 'passwd_salt'
e911,Print classification labels that contain the word 'market'.,select short_name from node_classification where short_name like '%market%'
e912,Display all file names and sizes for files with size greater than 100K.,"select short_name, fsize from node_file where fsize > 100"
e913,List the description of the 'date' classification label.,select description from node_classification where short_name = 'date'
e914,How many tables have the word 'student' in it's name?,select count(*) from node_table where short_name like '%student%'
e915,Show all tables belonging to 'john'.,select t3.short_name from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'john'
e916,"For each table, count the number of columns that are classified as zip code.","select t1.short_name, count(*) from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join edge_assoc_class_col as t3 on t2.target_node_id = t3.target_node_id join node_classification as t4 on t3.source_node_id = t4.node_id where t4.short_name = 'zipcode' group by t1.node_id, t1.short_name"
e917,Print the average size of a subfolder for each folder within the data lake.,"select t1.short_name, avg(t3.dsize)  from node_directory as t1 join edge_has_dir_dir as t2 on t1.node_id = t2.source_node_id join node_directory as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name"
e918,Print the top 5 users by the number of databases owned.,"select t1.short_name from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_database as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name order by count(*) limit 5"
